rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id,gps_id,gps_waypoint_id,mot_culvert_id,utm_corrected,condition,erosion,embankment_issues,blockage_issues,condition_rank,likelihood_flood_event_affecting_culvert,consequence_flood_event_affecting_culvert,climate_change_flood_risk,vulnerability_rank,traffic_volume,community_access,cost,constructability,fish_bearing,environmental_impacts,priority_rank,overall_rank,mergin_user,photo_road,photo_upstream,photo_inlet,photo_downstream,photo_outlet,photo_barrel,photo_condition,photo_embankment,photo_blockage,photo_extra1,photo_extra2,photo_extra1_tag,photo_extra2_tag,condition_notes,climate_notes,priority_notes,surveyor_1,surveyor_2,surveyor_3,gps_waypoint_number,habitat_comment,erosion_issues,embankment_fill_issues,photo_embankment_fill
NA,2022-09-07T07:00:00Z,NA,62787053,newgraph_airvine,9,571274.1530980234,6156519.1536757,Tributary to Kispiox River,Kispiox Valley Road,NA,MoTi,CBS,ROUND,0.6,19,NA,NA,NA,NA,NA,3,0,0.67,NA,3,2,3.5,NA,NA,DF,MEDIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Culvert has had recent roadwork with significant amounts of Phil added. Stream is running clear upstream of the culvert and is extremely turbod downstream due to erosion and runoff related to the construction to fix the road. Inlet of culvert is bent and damage with a lot of impediment at the top end of the pipe blocking significant portions of the flow.,NA,NA,NA,2022-09-07T23:32:55Z,newgraph_airvine,NA,newgraph_airvine,NA,62787053,NA,NA,NA,NA,2,5,4,3,12,17,5,5,6,6,10,5,37,54,newgraph_airvine,20220907_165942.jpg,20220907_165957.jpg,20220907_170002.jpg,20220907_170009.jpg,20220907_170005.jpg,20220907_165946.jpg,20220907_170018.jpg,NA,20220907_170035.jpg,20220907_170043.jpg,NA,Embankment,NA, Inlet is bent and damaged and top portion of the pipe has significant amount of blockage for approximately 10 m.   Culvert has had maintenance recently with large amounts of Phil added to the road. Best practises for erosion and sediment control management were not followed and there are large amounts of sediment entering the stream. There are fish points on the stream immediately down stream for coastal cutthroat.          ,Although the stream is not mapped in the freshwater atlas it has a clearly defined channel of 2 m and the pipe has some blockage so there is some risk of flooding.          , This site apparently needs maintenance anyways so potentially it is a place that could be fixed properly and provide passage to upstream.          ,newgraph_airvine,JO,NA,56,here are CCT points on the map immediately downstream of the culvert. This stream does not show up in the freshwater Atlas but has a clear delete channel.          ,5,3,NA
NA,2022-09-07T07:00:00Z,NA,8301750,MateoW,9,563429.4174546396,6170437.206071211,Trib to Cullon Creek,Kudos FSR,15.1,NA,CBS,ROUND,1.2,14,NA,NA,NA,NA,NA,2.5,0,0.6,NA,1,1.9,2.5,NA,NA,DF,MEDIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big beaver guard on inlet. Blocking some of stream access from upstream. ,NA,NA,NA,2022-09-08T02:07:20Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,2,2,2,4,6,8,9,5,4,0,7,33,39,MateoW,photos/TimePhoto_20220907_133556.jpg,photos/TimePhoto_20220907_133130.jpg,photos/TimePhoto_20220907_132943.jpg,photos/TimePhoto_20220907_132338.jpg,photos/TimePhoto_20220907_131116.jpg,photos/TimePhoto_20220907_131144.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,79,NA,1,1,NA
NA,2022-09-07T07:00:00Z,NA,8302683,MateoW,9,541972.9327699506,6174712.200784129,Sweetie River,Nangeese FSR,NA,NA,CBS,ROUND,0.6,8,NA,NA,NA,NA,NA,1,0,0,NA,NA,1.9,2,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stream is dewatered. Some rain water in pools.,NA,NA,NA,2022-09-08T04:01:31Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,2,2,2,4,6,2,10,9,8,0,9,38,44,MateoW,photos/TimePhoto_20220906_140817.jpg,photos/TimePhoto_20220906_141434.jpg,photos/TimePhoto_20220906_141329.jpg,photos/TimePhoto_20220906_141828.jpg,photos/TimePhoto_20220906_141820.jpg,photos/TimePhoto_20220906_141340.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,75,NA,1,1,NA
NA,2022-09-07T07:00:00Z,NA,8302061,MateoW,9,554147.7879104301,6166257.255832973,Trib to Kispiox River,Corral Main,NA,NA,CBS,ROUND,0.5,13,NA,NA,NA,NA,NA,3,0.2,0.15,Yes,3,1.5,4,NA,NA,DF,MEDIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small cascade approx 50m upstream, could be barrier for smaller fish.",NA,NA,NA,2022-09-08T04:18:55Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,2,2,2,4,6,2,9,9,6,0,7,33,39,MateoW,photos/TimePhoto_20220906_161338.jpg,photos/TimePhoto_20220906_163656.jpg,photos/TimePhoto_20220906_163205.jpg,photos/TimePhoto_20220906_162205.jpg,photos/TimePhoto_20220906_162049.jpg,photos/TimePhoto_20220906_162108.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,76,Low flow but good habitat. Some fines and gravely upstream. ,1,1,NA
NA,2022-09-07T07:00:00Z,NA,8302062,MateoW,9,554493.4228530814,6166450.320563362,Trib to Kispiox River,Corral Main,NA,NA,CBS,ROUND,0.6,12,NA,NA,NA,NA,NA,1,0.6,0.3,NA,3,1.9,2,Yes,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big beaver dam upstream of culvert with big pond. Huge outlet drop.,NA,NA,NA,2022-09-08T04:27:03Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,2,2,2,4,6,2,9,7,8,0,7,33,39,MateoW,photos/TimePhoto_20220906_165037.jpg,photos/TimePhoto_20220906_165325.jpg,photos/TimePhoto_20220906_165231.jpg,photos/TimePhoto_20220906_170055.jpg,photos/TimePhoto_20220906_165629.jpg,photos/TimePhoto_20220906_165242.jpg,NA,NA,NA,photos/TimePhoto_20220906_165413.jpg,NA,Beaver activity,NA,NA,NA,NA,MateoW,NA,NA,77,Good habitat downstream with lots of cover and fines and gravels. ,1,1,NA
NA,2022-09-08T07:00:00Z,8300042,NA,jesse olson,9,582177.3357015144,6135019.084023982,Trib to kispiox,Date creek fsr,NA,NA,CBS,ROUND,1.85,32.5,NA,NA,NA,NA,NA,5.3,1.1,0.85,NA,4,NA,5.5,No,NA,Deeef Fil,HIGH,NA,0,0,0,0,0,NA,NA,NA,NA,2 pipe but only one functioning. 0.75-0.9 meter lock block drop 30m downstream of outlet. Second culvert inlet blocked. Large tributary dam points upstream.,NA,NA,NA,2022-09-08T17:24:27Z,jesse olson,NA,jesse olson,NA,62798256,NA,NA,NA,NA,2,3,2,3,6,9,3,8,6,4,10,7,38,47,jesse olson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Second culvert blocked 50%,NA,"Very large tributary with blockage issue, near end of life.",jo,Ai,NA,57,NA,2,1,NA
NA,2022-09-08T07:00:00Z,NA,8301485,NA,9,582851.3418769685,6130490.6436233865,Trib to Skeena,Sik e Dakh water tower road,NA,Sik E Dakh,CBS,ROUND,1.25,10,NA,NA,NA,NA,NA,1,0.6,0.7,Yes,3.5,5.6,1.5,Yes,NA,Deeef Fil,HIGH,NA,0,0,0,0,0,NA,NA,NA,NA,2 active culverts side by side. Trash rack has been removed from inlet. Inlet has significant amount of debris.                     ,NA,NA,NA,2022-09-08T19:17:54Z,Bute ,NA,AI,NA,NA,Yes,NA,NA,NA,2,3,3,5,15,18,1,3,9,10,10,6,39,57,NA,20220908_125114.jpg,20220908_125130.jpg,20220908_125136.jpg,20220908_125145.jpg,20220908_125141.jpg,20220908_125122.jpg,NA,NA,NA,20220908_175836.jpg,NA,Gravels upstream,NA,Trash rack was removed. Deep outlet pool.,This is the only access road to the village water treatment plant saw a blow out of the road could have serious implications.          ,water treatment plant further up the road. The road is the only access,Jo,Ai,NA,59, High-value spawning habitat located upstream. Extensive gravels. Good flow.          ,3,1,NA
NA,2022-09-08T07:00:00Z,8302257,NA,NA,9,587054.0113807729,6138715.974600463,Pinenut creek,Salmon River road ,NA,NA,CBS,ROUND,3.8,30,NA,NA,NA,NA,NA,4,0.45,0.4,NA,2.5,8.2,4,NA,NA,Deeef Fil,HIGH,NA,0,0,0,0,0,NA,NA,NA,NA, Structure was replaced in 1985. Concrete wing walls on inlet. Structure in decent shape.          ,NA,NA,NA,2022-09-08T20:39:16Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,4,4,5,5,5,10,4,33,37,NA,NA,20220908_140737.jpg,20220908_140757.jpg,20220908_140806.jpg,20220908_140801.jpg,20220908_140731.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jo,NA,NA,NA,Very large stream with high flows and cover boulder substrate.          ,2,1,NA
NA,2022-09-08T07:00:00Z,NA,8300186,MateoW,9,581810.4555284113,6137777.701986909,Trib to Kispiox River,Date Creek FSR,3.9,NA,CBS,ROUND,0.9,21,NA,NA,NA,NA,NA,1.5,1.6,0.1,Yes,3.5,2.4,12,NA,NA,Deeef Fil,LOW,NA,0,0,0,0,0,NA,NA,NA,NA,Very high outlet drop and steep stream downstream. But good habitat upstream with some fines and gravels and lots of cover.,NA,NA,NA,2022-09-08T16:38:28Z,MateoW,NA,MateoW,NA,62799242,NA,NA,NA,NA,1,2,1,1,1,3,7,9,6,5,0,6,33,36,MateoW,photos/TimePhoto_20220908_091751.jpg,photos/TimePhoto_20220908_093602.jpg,photos/TimePhoto_20220908_093528.jpg,photos/TimePhoto_20220908_092834.jpg,photos/TimePhoto_20220908_092022.jpg,photos/TimePhoto_20220908_092051.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,82,NA,2,1,NA
NA,2022-09-08T07:00:00Z,NA,8300105,MateoW,9,578249.7291434086,6150754.466481534,Trib to Kispiox River,Kispiox Valley Road,NA,NA,CBS,ROUND,0.9,8.5,NA,NA,NA,NA,NA,0.3,0.6,0.4,NA,1,1.8,2,NA,NA,Deeef Fil,LOW,NA,0,0,0,0,0,NA,NA,NA,NA,"Two plastic culverts, very low flow in both. ",NA,NA,NA,2022-09-08T20:42:30Z,MateoW,NA,MateoW,NA,62733686,NA,NA,NA,NA,1,2,2,2,4,6,5,7,4,6,10,6,38,44,MateoW,photos/TimePhoto_20220908_131925.jpg,photos/TimePhoto_20220908_132130.jpg,photos/TimePhoto_20220908_132102.jpg,photos/TimePhoto_20220908_133429.jpg,photos/TimePhoto_20220908_132221.jpg,photos/TimePhoto_20220908_134810.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,83,Open wetland and shrub habitat downstream and upstream. Big floodplain upstream. ,2,1,NA
NA,2022-09-08T07:00:00Z,NA,8300104,MateoW,9,579148.4601053984,6149784.152829074,Trib to Kispiox River,Kispiox Valley Road,NA,NA,CBS,ROUND,0.8,15,NA,NA,NA,NA,NA,2,0,0.2,NA,0.5,1.2,1,NA,NA,Deeef Fil,LOW,NA,0,0,0,0,0,NA,NA,NA,NA,Plastic culvert. Backwatered with some water near the inlet and outlet but none in culvert. ,NA,NA,NA,2022-09-08T21:17:36Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,2,2,2,4,6,5,7,5,6,0,7,30,36,MateoW,photos/TimePhoto_20220908_140212.jpg,photos/TimePhoto_20220908_140429.jpg,photos/TimePhoto_20220908_140533.jpg,photos/TimePhoto_20220908_140817.jpg,photos/TimePhoto_20220908_140809.jpg,photos/TimePhoto_20220908_140321.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,84,Stream follows residential property with open field on one side and mixed forest on the other.,1,1,NA
NA,2022-09-08T07:00:00Z,NA,8300103,MateoW,9,580494.9226151282,6146060.838349234,Trib to Kispiox River,Kispiox Valley Road,NA,NA,CBS,ROUND,0.6,13,NA,NA,NA,NA,NA,2,0,0,NA,1,1.4,2,NA,NA,Deeef Fil,LOW,NA,0,0,0,0,0,NA,NA,NA,NA,Dewatered stream,NA,NA,NA,2022-09-08T22:01:31Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,2,2,2,4,6,5,7,6,7,0,7,32,38,MateoW,photos/TimePhoto_20220908_144819.jpg,photos/TimePhoto_20220908_145728.jpg,photos/TimePhoto_20220908_145713.jpg,photos/TimePhoto_20220908_145037.jpg,photos/TimePhoto_20220908_145050.jpg,photos/TimePhoto_20220908_145748.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,85,NA,1,1,NA
NA,2022-09-08T07:00:00Z,NA,8300042,newgraph_airvine,9,582153.7329042796,6135026.259688364,Tributary to Kispiox River ,Date Creek FSR,NA,NA,CBS,ROUND,1.85,32.5,NA,NA,NA,NA,NA,5.5,1.1,0.85,NA,4,5.3,5.5,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,.75 2.90 m lock block step approximately 30 m down stream of outlet. Double pipe however river right pipe is not functioning and is 50% blocked out and let          ,NA,NA,NA,2022-09-08T17:09:31Z,newgraph_airvine,NA,newgraph_airvine,NA,62798256,NA,NA,NA,NA,2,3,1,3,3,6,3,3,5,5,10,7,33,39,newgraph_airvine,20220908_102026.jpg,20220908_102040.jpg,20220908_102045.jpg,20220908_102057.jpg,20220908_102048.jpg,20220908_102028.jpg,NA,NA,20220908_102130.jpg,20220908_102134.jpg,NA,75cm lock lock drop downstream ,NA, Right pipe is completely blocked. It appears there has been work done to try to backwater the structure. It appears this structure is near its end of life.          , Very large tributary with big watershed so large flight events could wash out the date FSR. 3          ,NA,newgraph_airvine,NA,NA,57,Large tributary to the Kispiox with major connectivity issue. No fisheries information but should be fish bearing and if not it would be due to the culvert. Dam points located 600 m upstream of crossing.          ,1,1,NA
NA,2022-09-08T07:00:00Z,NA,8300238,newgraph_airvine,9,587207.3631294242,6138659.061885687,Pinenut,Spur,NA,NA,CBS,FORD,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,Collapsed Bridge. Some erosion along side but not fish passage issue     ,NA,NA,NA,2022-09-08T21:04:13Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,20220908_140714.jpg,20220908_140723.jpg,20220908_140729.jpg,20220908_140738.jpg,20220908_140734.jpg,20220908_140719.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,60,NA,NA,NA,NA
NA,2022-09-09T07:00:00Z,NA,8300465,MateoW,9,549761.1060391979,6140313.092834425,Trib to Kitwanga River,Kitwancool Branch 2 FSR,NA,NA,CBS,ROUND,0.8,11,NA,NA,NA,NA,NA,1.2,0,0.2,NA,0.5,1.7,3.5,NA,NA,Deep Fill,MEDIUM,NA,0,0,0,0,0,NA,NA,NA,NA,Cascade downstream of culvert that may block smaller fish. Approx 1m in height. No outlet drop. ,NA,NA,NA,2022-09-09T21:44:58Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,2,2,1,2,4,2,8,9,8,0,7,34,38,MateoW,photos/TimePhoto_20220909_142431.jpg,photos/TimePhoto_20220909_143829.jpg,photos/TimePhoto_20220909_143506.jpg,photos/TimePhoto_20220909_143033.jpg,photos/TimePhoto_20220909_142616.jpg,photos/TimePhoto_20220909_142637.jpg,NA,NA,NA,photos/TimePhoto_20220909_143100.jpg,NA,Cascade downstream,NA,NA,NA,NA,MateoW,NA,NA,89,"Good habitat, lots of woody debris providing cover and functionality. ",1,1,NA
NA,2022-09-10T07:00:00Z,NA,2022091001,newgraph_airvine,9,590210.7380019262,6122882.258925775,Waterfall Creek ,13 Ave,NA,Hazelton ,CBS,ROUND,1.25,22,NA,NA,NA,NA,NA,1.5,0,0.4,Yes,1,2.8,3,NA,Yes,Deep Fill,HIGH,NA,0,0,0,0,0,NA,NA,NA,NA," This is waterfall Creek. It does not show up in the freshwater atlas as here, however this is the main flow. Numerous fry and par observed upstream of the crossing. No paper card for site.  ",NA,NA,NA,2022-09-10T23:03:07Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,1,4,1,2,2,6,1,5,7,3,10,3,29,35,newgraph_airvine,20220910_162330.jpg,20220910_162339.jpg,20220910_162342.jpg,20220910_162351.jpg,20220910_162346.jpg,20220910_162334.jpg,20220910_162356.jpg,NA,NA,20220910_162412.jpg,NA,Upstream fines,NA,In the drop. Tires used to hold up embankment on downstream side.          ,NA,NA,newgraph_airvine,NA,NA,69,Nice gravels located upstream and downstream with Channell dominated by settlement proximately 40 m upstream of the crossing. Trap and truck Coho operation happening on the stream with Fish transplanted down stream of Highway 16. Connectivity within this system is a major ecosystem restoration opportunity within this unison polity boundaries with a large organize team working hard to overcome significant challenges.  Although this structure appears possible for adult call Hall they would need to get here to get through. The upstream habitat choose to have a great potential.,1,3,NA
NA,2022-09-10T07:00:00Z,NA,2022091002,newgraph_airvine,9,590233.2296468905,6123183.274467694,Waterfall Creek,Highway 16,NA,MoTi,CBS,ROUND,1.5,27,NA,NA,NA,NA,NA,1,0,0.2,Yes,NA,3.9,2.5,NA,Yes,NA,HIGH,NA,0,0,0,0,0,NA,NA,NA,NA,"Stream is not maps correctly in the freshwater atlas. This is waterfall creek. Great flow, patches of gravel suitable for cohost Bonnie. Right within the town of New Hazelton. Trap and trucks call Hall operation occurring with spawners transplanted downstream of the railway                   ",NA,NA,NA,2022-09-10T23:34:29Z,newgraph_airvine,NA,newgraph_airvine,NA,62660008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,20220910_164405.jpg,20220910_164459.jpg,20220910_164504.jpg,20220910_164513.jpg,20220910_164506.jpg,20220910_164407.jpg,NA,NA,NA,20220910_164519.jpg,NA,Gravels upstream,NA,NA,NA,NA,newgraph_airvine,NA,NA,70,NA,NA,NA,NA
NA,2022-09-10T07:00:00Z,NA,2022091003,newgraph_airvine,9,590200.8820739947,6123262.393747398,Waterfall Creek ,9th Ave,NA,Hazelton ,CBS,ROUND,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,Two 0.9 pipe added together for width. Left pipe has significant blockage 1/3 of the way through the pipe. Right Bank of the stream has an empty lot with only grass and invasive weed riparian.               ,NA,NA,NA,2022-09-10T23:52:40Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,20220910_170756.jpg,20220910_170811.jpg,20220910_170817.jpg,20220910_170829.jpg,20220910_170821.jpg,20220910_170802.jpg,NA,NA,20220910_170841.jpg,20220910_170858.jpg,NA, Empty lot right upstream          ,NA,NA,NA,NA,newgraph_airvine,NA,NA,71,Substrate was mostly fines in immediate area upstream of culvert and the channel appears to be constricted compared to farther upstream. Is this city land and is this a site for a riparian restoration project? We should ask Colin Morrison.          ,NA,NA,NA
NA,2022-09-12T07:00:00Z,NA,4600913,MateoW,9,582725.506690542,6073884.582293549,Sandstone Creek,McDonell FSR,NA,NA,CBS,ROUND,2.4,28,NA,NA,NA,NA,NA,3,0.3,0.2,NA,3,3.4,3,NA,NA,Deep Fill,MEDIUM,NA,0,0,0,0,0,NA,NA,NA,NA,Channel is steeper downstream of culvert. Very dee fill with a small outlet drop  ,NA,NA,NA,2022-09-12T19:52:36Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,2,1,2,2,4,3,8,4,4,10,7,36,40,MateoW,photos/TimePhoto_20220912_110056.jpg,photos/TimePhoto_20220912_112043.jpg,photos/TimePhoto_20220912_111945.jpg,photos/TimePhoto_20220912_111347.jpg,photos/TimePhoto_20220912_111335.jpg,photos/TimePhoto_20220912_111713.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,94,NA,1,1,NA
NA,2022-09-09T07:00:00Z,NA,NA,jesse olson,9,563433.7003207653,6109640.612751433,Trib to kitwanga river,Highway 37,NA,NA,CBS,ROUND,4.8,75,NA,NA,NA,NA,NA,10,0.72,0.75,NA,1.5,5,2,NA,NA,Deep Fill,HIGH,NA,0,0,0,0,0,NA,NA,NA,NA,Historic backwatering with 6 lock block weers. Skeena fisheries commission has assessed crossing in the past 2015. Very large system. Pipe is embedded until the last 10 meters. Large outlet drop. Lots of algae in stream.,NA,NA,NA,2022-09-09T17:48:29Z,jesse olson,NA,Ai,NA,NA,NA,NA,NA,NA,1,2,1,5,5,7,9,1,1,2,10,2,25,32,jesse olson,20220909_112521.jpg,20220909_112534.jpg,20220909_112543.jpg,20220909_112551.jpg,20220909_112547.jpg,20220909_112528.jpg,NA,NA,NA,NA,NA,NA,NA,Backwatering has all failed. Big outlet drop,NA,NA,jo,Ai ,NA,63,NA,3,1,20220909_112623.jpg
NA,2022-09-23T07:00:00Z,8300128,NA,jesse olson,9,584898.7366026941,6152502.318206055,Sterritt creek,Babine slide fsr,30,NA,CBS,ROUND,2.4,30,NA,NA,NA,NA,NA,4,2,1,Yes,3.5,3.7,4.5,NA,NA,Deep Fill,LOW,NA,0,0,0,0,0,NA,NA,NA,NA,"Culvert is separating 10 meters in from upstream, top of culvert slumping in",NA,NA,NA,2022-09-23T17:06:42Z,jesse olson,NA,Josh’s Garmin 60cx,NA,NA,NA,NA,NA,NA,1,2,4,3,12,14,3,8,7,4,1,8,31,45,jesse olson,20220923_112402.jpg,20220923_112419.jpg,20220923_112424.jpg,20220923_112434.jpg,20220923_112431.jpg,20220923_112411.jpg,20220923_112454.jpg,NA,NA,20220923_112517.jpg,20220923_112548.jpg,Culvert separated,Slumping of culvert,Culvert is separated in areas and slumping,High bank full depth ,NA,jesse olson,NA,NA,072,Fast moving stream with steep slope. Upstream deep fill downstream bedrock,1,1,NA
NA,2022-08-30T19:22:39Z,NA,2022083001,newgraph_airvine,9,645564.1598267726,6035218.830877878,Stock Creek,Private farm Road,NA,Private,OBS,BRIDGE,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Curters are old CM railway metal structure and there is extensive concrete slabs in the stream used as rip wrap. Private bridge within farmland.          ,NA,NA,NA,2022-08-30T19:22:39Z,newgraph_airvine,NA,newgraph_airvine,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-30T19:22:15Z,NA,2022083001,dnikal,9,645556.2169381247,6035216.633983075,Stock creek,Private farm road,NA,Private,OBS,BRIDGE,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-30T19:22:15Z,dnikal,NA,So,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dnikal,NA,20220830_122636.jpg,20220830_122810.jpg,20220830_122643.jpg,20220830_122821.jpg,20220830_122826.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-09-05T07:00:00Z,NA,NA,MateoW,9,568059.6607160661,6152944.086126107,NA,Helen 900 FSR,1.9,NA,OBS,BRIDGE,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridge is in ok condition,NA,NA,NA,2000-02-01T18:44:25Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,photos/TimePhoto_20220905_104800.jpg,photos/TimePhoto_20220905_105025.jpg,photos/TimePhoto_20220905_105031.jpg,photos/TimePhoto_20220905_105131.jpg,photos/TimePhoto_20220905_105121.jpg,photos/TimePhoto_20220905_105040.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,65,"Wetland habitat on both sides, grassy and shrubs. Upstream side has small cascade about 0.5 to 1m in height. Possibly from beavers. And it's draining into inlet pool",NA,NA,NA
NA,2022-09-06T07:00:00Z,NA,8302755,newgraph_airvine,9,534422.1551848231,6178964.88547499,Tributary to Nangeese River,Hodder ,NA,NA,OBS,BRIDGE,9,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Bridge. Rode fairly brushed in.          ,NA,NA,NA,2022-09-06T20:03:36Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,20220906_130728.jpg,20220906_130735.jpg,20220906_130749.jpg,20220906_130751.jpg,20220906_130741.jpg,20220906_130731.jpg,20220906_130755.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,MW,NA,45,NA,NA,NA,NA
NA,2022-09-06T07:00:00Z,NA,8302407,newgraph_airvine,9,548521.6404000893,6165904.772883465,Tributary to Kispiox River ,Mitten FSR,14,NA,OBS,PIPEARCH,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely steep rock steps immediately downstream of outlet. FISS point from Triton indicates there is a 2 m barrier downstream that is a barrier to anadromous species. Additionally there is a 5 m rock documented near the confluence with the Kispiox.         ,NA,NA,NA,2022-09-07T01:18:14Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,49,NA,0,NA,NA
